"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-std()-X" "tBodyAcc-mean()-Y" "tBodyAcc-std()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-std()-X" "tGravityAcc-mean()-Y" "tGravityAcc-std()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-std()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-std()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-std()-X" "tBodyGyro-mean()-Y" "tBodyGyro-std()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-std()-X" "fBodyAcc-mean()-Y" "fBodyAcc-std()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-Z"
2 "WALKING_UPSTAIRS" 0.262531409912478 -0.231883170413761 -0.0264837051 -0.0202349296428295 -0.124299560861863 -0.18443551687645 0.867569126502636 -0.947070668453427 -0.301180577135325 -0.929403715676626 -0.150484601569649 -0.905775795483304 0.0821105185527065 -0.34967418991775 0.00515309585407733 -0.354642976514938 -0.00965211081741652 -0.59731411427065 0.0258789555176801 -0.49049874322478 -0.0954767207617575 -0.407906381194183 0.0590026698453779 -0.194828618141687 -0.118982371936063 -0.550345018347979 -0.0374991159694903 -0.657853747592267 -0.0575968298337434 -0.564783383626011 -0.103082168861511 -0.252078798109842 -0.103082168861511 -0.252078798109842 -0.389005418301055 -0.360011373262566 -0.203813198913796 -0.377992050050439 -0.607754455096661 -0.654771437908612 -0.284813149889631 -0.213767066345518 -0.141094183446661 -0.0244528704223023 -0.345867058062566 -0.168387913772355
3 "WALKING_UPSTAIRS" 0.266374106919355 -0.332718336370968 -0.0286997706805645 -0.0612029713354839 -0.117735193856452 -0.162854672683226 0.908850094193548 -0.949278983225807 -0.300970097258065 -0.91250352516129 -0.0891354880213065 -0.884797518225806 0.0507061309854839 -0.498756658225806 0.0170209935254839 -0.427565216112097 0.0183726045790323 -0.736538569758065 0.0324862931451613 -0.475852865633065 -0.107134604459677 -0.321330304400806 0.0529645748683871 -0.345158013653226 -0.111790730533871 -0.630707210806452 -0.0264470533096774 -0.758770780322581 -0.0427926865112903 -0.62151123516129 -0.159699109070806 -0.330354447991935 -0.159699109070806 -0.330354447991935 -0.520614313548387 -0.503400530887097 -0.224810732209677 -0.283293486040323 -0.690270478790323 -0.747598352177419 -0.406890583120968 -0.306786868540323 -0.193610084525806 -0.0584983819612903 -0.432693280483871 -0.103249632097903
4 "WALKING_UPSTAIRS" 0.270876696730769 -0.204933042903846 -0.0319804295729615 -0.0666899105180769 -0.114219455519231 -0.372137777692308 0.946264314423077 -0.958495235576923 -0.232944304615385 -0.923376019038462 0.0841675382884615 -0.919619453269231 0.0560971909634615 -0.380488027307692 0.0234018993153846 -0.281543175326923 0.00340280836730769 -0.726495311923077 0.0393825198942308 -0.454431043269231 -0.0859471683596154 -0.551185569230769 0.0843753843384615 -0.360811047884615 -0.1314720713 -0.533666803846154 -0.0390508828865385 -0.840722752692308 -0.0722496260807692 -0.556236584807692 -0.153703935357692 -0.212012300480769 -0.153703935357692 -0.212012300480769 -0.400922254807692 -0.437261477884615 -0.299779407884615 -0.510974134423077 -0.686978374423077 -0.755270457692308 -0.294488270365385 -0.173217219014423 -0.117109161492308 -0.101434446040385 -0.524655722692308 -0.345109817692308
5 "WALKING_UPSTAIRS" 0.270281155617021 -0.0457237779851064 -0.0325269755153191 0.185022459476596 -0.107471453914894 -0.308938978787234 0.936821834893617 -0.95357996893617 -0.265942569148936 -0.900511719787234 -0.0232035364248936 -0.92141958 0.0795443483829787 -0.223896564340426 0.0140130363106383 -0.125026612744681 -0.025590953282766 -0.63836903212766 0.0395191121489362 -0.443342262340426 -0.117195551802128 -0.440345826382979 0.0424442819489362 -0.26545133312766 -0.143029686361702 -0.305245202489362 -0.0559895777393617 -0.631822048297872 -0.0534895401 -0.282154378489362 0.0435562021989362 -0.136736383765957 0.0435562021989362 -0.136736383765957 -0.247403476914894 -0.310186545957447 -0.235516929306383 -0.354687870212766 -0.47348816787234 -0.557988065531915 -0.161485339978723 -0.00473819670425532 0.0728903158085106 0.165037631180851 -0.457470676808511 -0.28925665906383
6 "WALKING_UPSTAIRS" 0.268229355098039 -0.0501350188513725 -0.0272425385070588 0.189276117327451 -0.122082438784314 -0.353519514896078 0.913632241568627 -0.959399425098039 -0.340732608823529 -0.912900683137255 -0.0184608964392157 -0.906196352156863 0.07210675 -0.180301156098039 0.00371343419607843 -0.0413994646723529 -0.00237816579411765 -0.560830688235294 -0.0767406825588235 -0.321973723647059 -0.0518981989072549 -0.315799901607843 0.0664234025976471 -0.18390018167451 -0.0652024492378431 -0.186763293747059 -0.0457705354509804 -0.486494120980392 -0.0576800048435294 -0.170814790834118 0.0177790974433333 -0.0791508842176471 0.0177790974433333 -0.0791508842176471 -0.207379799254902 -0.169970363039216 -0.12912124415098 -0.199893710196078 -0.342895367921569 -0.440079851313725 -0.131075372803922 -0.0211335627276471 0.0978035099588235 0.159123777172549 -0.42724809972549 -0.36587418445098
7 "WALKING_UPSTAIRS" 0.248706923078431 -0.29487297445098 -0.0275639005607843 -0.32616002254902 -0.143769688803922 -0.145665025639216 0.81874656 -0.932823053333333 -0.240950944117647 -0.939774255490196 -0.403599709607843 -0.881675909607843 0.0724649938509804 -0.415153115882353 -0.000812387078431372 -0.519897595686274 -7.4519666666666e-05 -0.60780843627451 -0.138778108029412 -0.363853236862745 -0.00247161973 -0.572996820784314 0.139217071509804 -0.348980051411765 -0.0856640866647059 -0.616812659215686 -0.0482219105196078 -0.671243739607843 -0.072451747827451 -0.682184175686275 -0.198074437978431 -0.33474460745098 -0.198074437978431 -0.33474460745098 -0.458695232352941 -0.471265710980392 -0.239099165627451 -0.418144852156863 -0.661969771960784 -0.67642807254902 -0.336199426470588 -0.279870086215686 -0.381590523137255 -0.341025552941176 -0.317461021372549 -0.124912269443137
8 "WALKING_UPSTAIRS" 0.258880152048781 -0.171712174634146 -0.0282415136341463 0.348768733170732 -0.11512211995122 0.121187278790244 0.860368718780488 -0.926673287804878 -0.291341491707317 -0.931032068536585 -0.192306960631707 -0.876168930487805 0.0813816809395122 -0.186618895268293 0.014120592097561 -0.0123501104926829 -0.0674583919268293 -0.447518179097561 0.19270447595122 -0.367428367219512 -0.204205356087805 -0.0666980861414634 -0.0724546025804878 0.337526477436585 -0.15544567414878 -0.40507069195122 -0.027919577097561 -0.424675673414634 -0.0534090382439024 -0.430366658780488 0.121026629195122 -0.227200254219512 0.121026629195122 -0.227200254219512 -0.141494613465854 -0.228296364146341 0.166447991 -0.109327923829268 -0.400664014146341 -0.493975031707317 -0.166411065387805 -0.175284990170732 0.263431399878049 0.30540146 -0.0729496941121951 0.133766193578049
9 "WALKING_UPSTAIRS" 0.262436475714286 -0.36144437755102 -0.0195101099975714 -0.302206203816327 -0.125219003959184 -0.253434083542857 0.902647777755102 -0.954383557142857 -0.0377947824285714 -0.901317321632653 -0.266009866857143 -0.89407107877551 0.0692266245755102 -0.335291644693878 0.00126612218367347 -0.586147012244898 0.00766046602367347 -0.647296002040816 -0.16396719 -0.343976630734694 -0.0412587909579592 -0.400859067959184 0.14569462592449 -0.138176481058776 -0.0684689593355102 -0.660419534285714 -0.0302797452408163 -0.708604774693878 -0.0236327911183673 -0.65711420122449 -0.260727581428571 -0.400222037142857 -0.260727581428571 -0.400222037142857 -0.440667540204082 -0.445485397959184 -0.0833234490061224 -0.425839761428571 -0.672840561836735 -0.748651255510204 -0.342735952653061 -0.369815777346939 -0.405022798163265 -0.297641062755102 -0.384710423408163 -0.244081808302041
1 "WALKING_DOWNSTAIRS" 0.288492641276 0.124130123173742 -0.015681926937815 0.05342127493036 -0.107769898562756 -0.1657559183581 0.92016145912 -0.94534781562 -0.184651717426 -0.93407171654 -0.08479463114146 -0.90927184754 0.08035971604533 -0.00498958981912 0.00259335247368 -0.09317849113758 -0.01088887018724 -0.38409833932616 -0.0773914937849 -0.3448269833166 -0.05965949119958 -0.3264473679304 0.080486188862 -0.235210302817 -0.06803678035936 -0.4519943916426 -0.05306677030294 -0.459494969202 -0.05241888448584 -0.33911525233814 0.12552860835938 0.1208289703378 0.12552860835938 0.1208289703378 -0.09838500316406 -0.00619839702858 -0.11175273171948 -0.26572574302828 -0.428947793592 -0.4654137737948 0.04514379876374 0.15091417268194 0.0409766737466 -0.0083807487316 -0.19735512504974 -0.21827191972756
2 "WALKING_DOWNSTAIRS" 0.290229993020833 0.0779811593236742 -0.0167519664941667 0.0961943150126136 -0.105667278639583 -0.196379464485227 0.922429557727273 -0.950604743409091 -0.179716105825758 -0.935054737083333 -0.025108204369697 -0.917765408560606 0.0893773387804356 -0.0783380952197538 0.00288151199899621 -0.061391246229358 -0.00772791363039773 -0.372317861765284 -0.0805477023799716 -0.329850860945644 -0.0460798970481231 -0.34637125013447 0.105837316606837 -0.289398781732955 -0.0797682790664015 -0.328715531798674 -0.048528990336553 -0.469922244641098 -0.0559552754283901 -0.356885674596402 0.0899336402725379 0.106281467106023 0.0899336402725379 0.106281467106023 -0.126093296779356 -0.0281006711481818 -0.137839361860473 -0.250087416499583 -0.41394249633428 -0.428363481902083 0.0131841376795833 0.0981238774152652 0.0880456318863636 0.028499589850928 -0.204497222724621 -0.25943176762822
3 "WALKING_DOWNSTAIRS" 0.287721946648649 -0.0576112787567568 -0.018284641170991 -0.0298618227603604 -0.107112586674775 -0.281269052495495 0.949638397027027 -0.954992787837838 -0.171789860882883 -0.93078126036036 -0.0290917005509009 -0.887501001441441 0.0814077691234234 -0.164470009698198 0.000619634246846846 -0.157920707572072 -0.00750275254135135 -0.513273661441441 -0.0997275370901802 -0.264038317677477 -0.0448662285540541 -0.400762241657658 0.104696130820721 -0.360234622576577 -0.0687797883459459 -0.429278147702703 -0.0450350471288288 -0.643439552792793 -0.048735466345045 -0.444021641018018 -0.0486126571072072 -0.0257418727855856 -0.0486126571072072 -0.0257418727855856 -0.25467143050991 -0.110869796963964 -0.14840310300991 -0.22483358445045 -0.545303654774775 -0.602766575675676 -0.0783632014531531 -0.0515246685740541 -0.015499760390991 -0.100643491596396 -0.32268779309009 -0.315809168926126
4 "WALKING_DOWNSTAIRS" 0.279965329555556 0.0111935496222222 -0.00980200850666667 -0.21859832499 -0.1067775246 -0.479185977111111 0.947731858666667 -0.955258881333333 -0.0620852772955556 -0.932066041111111 0.148714808888889 -0.937753794444444 0.0971862748866667 -0.145759708684667 0.00563780215111111 -0.146242294857778 -0.00729137766444444 -0.626646986888889 -0.102838822533333 -0.370244695288889 -0.0704025952333333 -0.699453537111111 0.05926394948 -0.498480800444444 -0.0921282734666667 -0.395995494444444 -0.0348434913444444 -0.816858240222222 -0.0492836435688889 -0.325780073711111 -0.0491616726733333 -0.0819559041111111 -0.0491616726733333 -0.0819559041111111 -0.228851413747333 -0.216858921977778 -0.3466062928 -0.3805726254 -0.592843014888889 -0.637079543555556 -0.0722392276888889 0.0390098262533333 -0.129606639466667 -0.32253131772 -0.494683451555556 -0.512694303111111
5 "WALKING_DOWNSTAIRS" 0.29354392712766 0.275046110468085 -0.00850107533191489 0.0907630761042553 -0.100319930659574 -0.325891435319149 0.956649352553192 -0.950490938510638 -0.0607578318319149 -0.912363420851064 0.0216777910246191 -0.927192732978723 0.109650600459574 0.0322415501638298 0.0137618233808511 0.0473612314702128 0.0213397664446809 -0.52265163787234 -0.068294569906383 -0.46064684487234 -0.0707805998787234 -0.409134149148936 0.0806559989574468 -0.227869042382979 -0.110149008255319 -0.411302217446809 -0.0708296588478723 -0.514591487234043 -0.0399656935617021 -0.0344217467042553 0.211138853638298 0.205422375957447 0.211138853638298 0.205422375957447 -0.0637528559361702 -0.0292570509829787 -0.218029835319149 -0.360678305253192 -0.39719562106383 -0.450303212340426 0.0984320090212766 0.336554724893617 0.0792280694042553 0.0268269875085106 -0.374740089574468 -0.353397850212766
6 "WALKING_DOWNSTAIRS" 0.277045258145833 0.383681639791667 -0.019536840063125 0.360164958768542 -0.107209356208333 -0.320204232520417 0.928531455208333 -0.9544062675 -0.214046334375 -0.93357760125 -0.00307981704708333 -0.934378766458333 0.103681343708333 0.165271070858333 0.00987685807166667 0.276544029529167 -0.00932470617291667 -0.336817322270833 -0.0960837437708333 -0.19830385328125 -0.0341782208604167 -0.18922957 0.0870012595210417 -0.0940797929729167 -0.0256452232354167 0.0393387960854167 -0.0768089915604167 -0.193508405479167 -0.0372228650416667 0.193206498960417 0.333754731458333 0.373611914166667 0.333754731458333 0.373611914166667 0.10384507225 0.209502174375 0.0142677821595833 -0.0426276750979167 -0.0829366854166667 -0.111228416159583 0.328308506041667 0.403369766666667 0.339771173822917 0.283247837625 -0.277602590916667 -0.4060143105
7 "WALKING_DOWNSTAIRS" 0.28030708 0.0660815600978723 -0.0166332372978723 -0.138179072734043 -0.096938308587234 -0.0636402447755319 0.930623632765957 -0.964875962978723 -0.12987167306383 -0.952678693617021 -0.154935538544681 -0.92875646893617 0.0968926184638298 0.0285033927287234 -0.0191061075170213 -0.296279674759574 -0.0160390392510638 -0.347107758021277 -0.105409612961702 -0.407744096 -0.049717460606383 -0.29262613606383 0.116894769042766 -0.401051415531915 -0.0597273512680851 -0.510731018297872 -0.0381904275744681 -0.299520205208511 -0.0789469342553192 -0.425200371553192 0.0198795285851064 0.214544028088723 0.0198795285851064 0.214544028088723 -0.170319619372979 0.0901836280510638 -0.18874081887234 -0.259751603446809 -0.399229959148936 -0.29477867693617 0.0443428315319149 0.0730110797851064 -0.145302311446808 -0.190187141297872 -0.139216222106383 -0.100121492529787
8 "WALKING_DOWNSTAIRS" 0.283484089210526 0.0241393473736842 -0.0211058674973684 0.343826273105263 -0.107598135394737 0.1337170395 0.914023498421053 -0.945766561578947 -0.187610243421053 -0.941580934473684 -0.141817934963684 -0.897190012631579 0.118938088342105 0.250143724521053 -0.0380193846210526 0.288140718789474 -0.0394356157631579 -0.0135136269 -0.121189625973684 -0.258430885531579 -0.0500760173342105 0.0243131207736842 0.114143855152368 -0.129565242710526 -0.0349283489710526 -0.267887897328947 -0.0534969692794737 -0.0704526510842105 -0.0867903297078947 -0.1896044435 0.176599311818421 0.131337867236842 0.176599311818421 0.131337867236842 0.262628490268421 0.2534082561 0.0993429744078947 -0.0466291872078947 -0.126189142894737 -0.157484866842105 0.136590199860526 -0.0260463260078947 0.388412779763158 0.232184078052632 0.159589756534211 0.0214914840105263
9 "WALKING_DOWNSTAIRS" 0.295923445 0.213392270547619 -0.0203994269075476 -0.208310705504762 -0.0910278793952381 -0.00771530035714285 0.938417773333333 -0.952141220714286 -0.0352304645104762 -0.936306558809524 -0.082276174942619 -0.876641297380952 0.130193043809524 0.017623342197619 -0.0206865965952381 -0.3094424725 0.00262568854761905 -0.359513362761905 -0.0916383011071429 -0.396429197952381 -0.0712598843142857 -0.340765233142857 0.116804400690476 -0.279685150191905 -0.094591202447619 -0.509669314047619 -0.0597608334619048 -0.448602451190476 -0.0678080598785714 -0.417239550952381 0.145886357935714 0.265120131365238 0.145886357935714 0.265120131365238 -0.16237608927619 0.039907818552381 -0.168921400633333 -0.322331464761905 -0.469028434047619 -0.455855425238095 0.103128506197619 0.250488758869048 -0.183120455428571 -0.273561385142857 -0.103705822657857 -0.0349494927142857
1 "SITTING" 0.274984190896825 -0.984665198444444 -0.011885770522873 -0.938306489109524 -0.105674738844603 -0.951365639984127 0.862998803301587 -0.980774192111111 0.10468896064619 -0.957375656073016 0.130514533862159 -0.955489655590476 0.075978549305873 -0.987343665380952 0.00413673587676984 -0.978227730761905 -0.00404498613142032 -0.985579878285714 -0.0382868829201587 -0.984792646333333 -0.0711121354506349 -0.972488997444444 0.0830265537870159 -0.962276750301587 -0.0952587094063492 -0.990434392825397 -0.0412207222539841 -0.989766953587302 -0.0523094817485079 -0.987174224698413 -0.960966641904762 -0.946195518650794 -0.960966641904762 -0.946195518650794 -0.985529394634921 -0.983310028253968 -0.950688084190476 -0.956794858031746 -0.991198858015873 -0.988796343222222 -0.984890654095238 -0.984677012365079 -0.952006241295238 -0.935473108411111 -0.964759011304762 -0.947856191549206
2 "SITTING" 0.275576212533784 -0.986617434013514 -0.0140843293938784 -0.949034841370716 -0.10684472873027 -0.946693733016216 0.888321506581081 -0.983347240445946 0.111477218333859 -0.9668710375 0.172007045968959 -0.952439815725676 0.0762601619958514 -0.987230196337838 0.00747518424472054 -0.977442820094595 -0.00164183385997297 -0.983900477405405 -0.0358777119555486 -0.985494086783784 -0.0725200665158108 -0.970105997689189 0.0739210956521622 -0.964406026581081 -0.0964177760662162 -0.988973811972973 -0.040638199467127 -0.987601324608108 -0.0501512355168622 -0.986394243405405 -0.962482685445946 -0.95078773963 -0.962482685445946 -0.95078773963 -0.984762960986487 -0.981884052743243 -0.954665198486486 -0.958704488391892 -0.989586162135135 -0.986677652189189 -0.98599558222973 -0.987001485283784 -0.957483436148649 -0.947687611021622 -0.962632629662162 -0.942370447318919
